"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"572","201486_at",0.33707439584025,7.88646818283178,3.47729450892568,0.000729894671263811,0.00214341630993299,-1.65291615111033,"RCN2","reticulocalbin 2"
"1606","203332_s_at",-0.202911060992966,8.97041987326168,-3.4759636016178,0.000733158408642054,0.00215271693500737,-1.65710109545774,"INPP5D","inositol polyphosphate-5-phosphatase D"
"2717","205386_s_at",0.245941135877549,4.66321896685981,3.47546704554462,0.000734379612148174,0.00215601856357019,-1.65866215330736,"MDM2","MDM2 proto-oncogene"
"1237","202631_s_at",0.215436307509148,6.89090873837383,3.47503603328908,0.000735441173353638,0.0021588507002818,-1.66001701207328,"APPBP2","amyloid beta precursor protein binding protein 2"
"9326","33767_at",0.499660868081632,4.91452355978505,3.47488028744012,0.000735825122722341,0.00215969325732639,-1.6605065559224,"NEFH","neurofilament heavy chain"
"5528","212461_at",0.311851396392681,9.89710895130841,3.47432447229508,0.000737196874313886,0.00216343447258479,-1.66225346366999,"AZIN1","antizyme inhibitor 1"
"6871","215716_s_at",-0.403529286445814,7.18119918836449,-3.47397554411028,0.000738059258930892,0.00216568007199856,-1.66335001879974,"ATP2B1","ATPase plasma membrane Ca2+ transporting 1"
"5536","212476_at",-0.27766055841837,8.41130474650467,-3.47330802056005,0.000739711707460789,0.00217024305165882,-1.6654475587865,"ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"727","201716_at",-0.143215107103801,10.2280962024206,-3.47215583127356,0.000742572140353776,0.00217834847334165,-1.66906729216781,"SNX1","sorting nexin 1"
"2131","204301_at",-0.275139739703381,6.68356302543925,-3.47173222093561,0.000743626414221802,0.00218073874081606,-1.67039787082403,"KBTBD11","kelch repeat and BTB domain containing 11"
"5018","211425_x_at",0.312054423139688,6.48004056359813,3.47170100535761,0.000743704158723448,0.00218073874081606,-1.67049591519152,"SSX4","SSX family member 4"
"5019","211425_x_at",0.312054423139688,6.48004056359813,3.47170100535761,0.000743704158723448,0.00218073874081606,-1.67049591519152,"SSX4B","SSX family member 4B"
"8097","218966_at",-0.281875578185787,10.0560295660467,-3.47167119306493,0.000743778415392992,0.00218073874081606,-1.67058955135129,"MYO5C","myosin VC"
"8840","221029_s_at",0.223424750595005,7.52323818870093,3.47168653789829,0.000743740193501669,0.00218073874081606,-1.67054135549831,"WNT5B","Wnt family member 5B"
"8864","221158_at",0.168829193703729,6.86470856706542,3.47084296189835,0.000745844172565347,0.0021865077880902,-1.67319065040468,"PAXBP1","PAX3 and PAX7 binding protein 1"
"5619","212653_s_at",-0.289414910381419,8.90065773004673,-3.47058808964962,0.00074648095585243,0.00218808670603258,-1.67399098891712,"EHBP1","EH domain binding protein 1"
"3246","206714_at",-0.478543559436314,8.69872268193458,-3.47052591329559,0.00074663637745622,0.00218825442573418,-1.67418622521391,"ALOX15B","arachidonate 15-lipoxygenase type B"
"6810","215482_s_at",0.165554598417316,9.15385522153271,3.46959501978806,0.000748966968343237,0.00219479628558553,-1.67710893464297,"EIF2B4","eukaryotic translation initiation factor 2B subunit delta"
"1893","203858_s_at",0.13940004919106,8.84163679358879,3.46872824476805,0.000751143188011578,0.00220088411025141,-1.67982976890118,"COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"
"3963","209042_s_at",-0.227003318950386,9.12821524931776,-3.46854092227665,0.000751614281882681,0.00220197489392477,-1.68041770871862,"UBE2G2","ubiquitin conjugating enzyme E2 G2"
"7898","218588_s_at",-0.148615292744198,8.52006074356075,-3.46814866761642,0.00075260165709342,0.00220457772117953,-1.68164877673816,"FAM114A2","family with sequence similarity 114 member A2"
"8082","218933_at",0.121639126741025,5.63383295080374,3.46725032486962,0.000754867549273963,0.00221092450058777,-1.68446775281311,"AFG2B","AAA ATPase AFG2B"
"4610","210183_x_at",0.150872082473612,12.0020391506542,3.46702018627924,0.000755449060948225,0.00221233689382432,-1.68518982773644,"PNN","pinin, desmosome associated protein"
"7426","217774_s_at",0.239491329127372,10.7354272035421,3.46641790831111,0.000756972886911791,0.00221650812602568,-1.68707933296118,"TRMT112","tRNA methyltransferase activator subunit 11-2"
"4950","211149_at",-0.173679357295566,4.26219695388785,-3.46602531798304,0.000757967738611856,0.00221912956503587,-1.68831085128234,"UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
"4061","209164_s_at",0.218163934863117,9.39157223051402,3.46548502404468,0.000759338894393052,0.00222285188961644,-1.69000551929597,"CYB561","cytochrome b561"
"3979","209073_s_at",-0.305922263662213,8.26626144206542,-3.46523927908571,0.000759963317180795,0.00222438757345851,-1.69077624485638,"NUMB","NUMB endocytic adaptor protein"
"3980","209073_s_at",-0.305922263662213,8.26626144206542,-3.46523927908571,0.000759963317180795,0.00222438757345851,-1.69077624485638,"LOC101928143","uncharacterized LOC101928143"
"1464","203044_at",-0.335222736311401,8.79867566805608,-3.46514772738599,0.000760196067959973,0.00222477659342685,-1.691063365653,"CHSY1","chondroitin sulfate synthase 1"
"8155","219070_s_at",0.143798135448277,8.68569991885981,3.46507036597548,0.000760392795243812,0.00222506009933262,-1.69130597869955,"MOSPD3","motile sperm domain containing 3"
"6166","213801_x_at",0.192927025281486,12.9574931264486,3.46458129116608,0.000761637604479885,0.00222841002371655,-1.69283966547101,"RPSA","ribosomal protein SA"
"7100","216531_at",0.139967249824769,7.41537924383178,3.46395612390917,0.000763231593959895,0.00223278057085576,-1.69479987157037,"MBTPS2","membrane bound transcription factor peptidase, site 2"
"7101","216531_at",0.139967249824769,7.41537924383178,3.46395612390917,0.000763231593959895,0.00223278057085576,-1.69479987157037,"YY2","YY2 transcription factor"
"797","201840_at",0.224396049795917,10.2011405571495,3.46385530346695,0.000763488949779319,0.00223324025570131,-1.69511596662761,"NEDD8","NEDD8 ubiquitin like modifier"
"7649","218165_at",0.236483233079873,9.23284656911215,3.46292813664568,0.000765859482764537,0.00223988014889647,-1.69802250076767,"MEAF6","MYST/Esa1 associated factor 6"
"7771","218374_s_at",0.202910498910978,7.10929430836449,3.4618939974614,0.000768511689572313,0.00224734199196061,-1.70126364336535,"FERRY3","FERRY endosomal RAB5 effector complex subunit 3"
"4860","210958_s_at",-0.256412453197042,9.36835760281308,-3.461486575308,0.000769558957398917,0.0022501092045296,-1.7025403509368,"MAST4","microtubule associated serine/threonine kinase family member 4"
"4370","209692_at",0.31598951507987,6.73606177925234,3.46080286816635,0.000771319427456001,0.0022549607454739,-1.70468256138151,"EYA2","EYA transcriptional coactivator and phosphatase 2"
"6963","216026_s_at",0.170530114427165,7.99144278192523,3.46075242323087,0.000771449467608279,0.00225504505925689,-1.70484060345678,"POLE","DNA polymerase epsilon, catalytic subunit"
"7147","216621_at",-0.145702731152712,6.0735572758972,-3.46035341209385,0.000772478791169558,0.00225775772607965,-1.7060906252926,NA,NA
"7385","217683_at",-0.139647141066857,6.60865145351402,-3.45990974259136,0.000773624836970563,0.00226081078586427,-1.70748041737907,"HBE1","hemoglobin subunit epsilon 1"
"7355","217553_at",0.165367344313159,6.18179233675701,3.4595412172041,0.000774577993925207,0.00226329942809276,-1.70863471252459,"STEAP1B","STEAP family member 1B"
"6703","215140_at",-0.179386790198453,7.31268703925234,-3.45939666951186,0.000774952154899396,0.0022638538322099,-1.70908743790579,NA,NA
"8704","220507_s_at",-0.124538521172416,6.83127520705608,-3.45938942143973,0.000774970920975501,0.0022638538322099,-1.7091101385698,"UPB1","beta-ureidopropionase 1"
"6525","214729_at",0.126527354507389,5.58260161042056,3.45859974749718,0.000777018039449703,0.00226953637082943,-1.71158313685871,"POLR1F","RNA polymerase I subunit F"
"7635","218138_at",-0.246678721217098,8.37921307315888,-3.45849012627661,0.000777302618966511,0.00227007002076419,-1.71192639863459,"MKKS","MKKS centrosomal shuttling protein"
"1454","203024_s_at",0.203201007710065,9.90987882860748,3.45816201316135,0.000778154995376712,0.00227226153347914,-1.71295378169047,"C5orf15","chromosome 5 open reading frame 15"
"47","200077_s_at",-0.170871659060522,12.7903555698131,-3.457388298466,0.000780168445309969,0.00227784243538287,-1.71537611700637,"OAZ1","ornithine decarboxylase antizyme 1"
"4313","209594_x_at",0.18599490999015,8.6300752681215,3.4566056340422,0.000782210172729433,0.00228350442538058,-1.71782603045656,"PSG9","pregnancy specific beta-1-glycoprotein 9"
"4299","209554_at",-0.120633200350458,6.11722518552336,-3.4564842695975,0.000782527224675587,0.00228413075025492,-1.71820588834443,"CD36","CD36 molecule (CD36 blood group)"
"7634","218136_s_at",0.264521986314214,7.5958609441215,3.45632726076989,0.000782937573282008,0.00228502920045095,-1.7186972935385,"SLC25A37","solute carrier family 25 member 37"
"3332","207079_s_at",0.270473444301897,7.14832549193458,3.45591593878448,0.000784013539423645,0.00228786978771308,-1.71998456162278,"MED6","mediator complex subunit 6"
"875","201954_at",0.292952447069668,10.7672524021028,3.45459225040707,0.000787485592209142,0.00229770085782327,-1.72412632726366,"ARPC1B","actin related protein 2/3 complex subunit 1B"
"4316","209600_s_at",0.2820535553209,7.40997949633645,3.45405306343255,0.000788904030014593,0.00230153816454768,-1.72581305651697,"ACOX1","acyl-CoA oxidase 1"
"6843","215622_x_at",-0.130294446310349,7.80724207386916,-3.4537439245864,0.000789718364767348,0.00230334857905802,-1.7267800350833,"PHF7","PHD finger protein 7"
"8721","220592_at",0.145333669491556,6.03039342480374,3.45373900653661,0.000789731326302708,0.00230334857905802,-1.72679541805958,"CCDC40","coiled-coil domain 40 molecular ruler complex subunit"
"4027","209113_s_at",0.226217143826181,7.07711985692523,3.4536785189819,0.000789890757811344,0.00230351207385292,-1.7269846132898,"HMG20B","high mobility group 20B"
"2082","204193_at",-0.173925509349408,9.68423630401869,-3.45309885197215,0.00079142016547532,0.0023076701841516,-1.7287975827806,"CHKB","choline kinase beta"
"7949","218688_at",0.173118311403235,6.66977010908411,3.4530015022793,0.000791677288402807,0.00230811788793403,-1.72910203026659,"TKFC","triokinase and FMN cyclase"
"7022","216269_s_at",-0.19533845802815,7.32635356114953,-3.4523030054988,0.000793524485653413,0.00231289811822302,-1.7312862791257,"ELN","elastin"
"9518","632_at",0.117546309016539,9.08537632131776,3.45233081118742,0.000793450875174526,0.00231289811822302,-1.73119933553597,"GSK3A","glycogen synthase kinase 3 alpha"
"8209","219187_at",0.164135543188245,7.24712219716822,3.45157118951081,0.000795464146295802,0.00231824843995676,-1.73357433971882,"FKBPL","FKBP prolyl isomerase like"
"389","201177_s_at",0.389836416267062,8.77624718421495,3.45126892251689,0.000796266598744352,0.00232028359092721,-1.73451927970985,"UBA2","ubiquitin like modifier activating enzyme 2"
"3514","207769_s_at",0.274652526047857,7.05999485266355,3.45042816221418,0.000798502640069046,0.00232649507435389,-1.73714729609577,"PQBP1","polyglutamine binding protein 1"
"4361","209672_s_at",0.10664617137016,4.1974521608785,3.45004365308104,0.000799527227616009,0.00232917573708557,-1.73834900903767,"MIOS","meiosis regulator for oocyte development"
"3888","208907_s_at",0.214973507447569,8.90734735507477,3.44992082902586,0.000799854772994885,0.00232982534727386,-1.73873285053079,"MRPS18B","mitochondrial ribosomal protein S18B"
"3830","208802_at",0.352149157014074,7.35778114380374,3.44962344514196,0.000800648354913577,0.00233183208633371,-1.73966216932278,"SRP72","signal recognition particle 72"
"4965","211207_s_at",0.11211640949261,4.56044351156075,3.44904611505274,0.000802191100974091,0.00233601990368605,-1.7414661311795,"ACSL6","acyl-CoA synthetase long chain family member 6"
"8701","220496_at",-0.125602260602393,5.80808060496262,-3.44897348534574,0.000802385380583663,0.00233628033915403,-1.74169305738575,"CLEC1B","C-type lectin domain family 1 member B"
"7861","218523_at",0.18457298841907,8.19344894924299,3.44881016887257,0.000802822402921909,0.00233724740061522,-1.74220331376855,"LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"2680","205305_at",0.529170860981351,7.67191952468224,3.44805108884216,0.000804856583628424,0.00234286339033209,-1.74457468454791,"FGL1","fibrinogen like 1"
"7227","217124_at",0.149224309794161,6.24736330995327,3.44772166436329,0.000805740882421686,0.00234513114981745,-1.7456036784835,"IQCE","IQ motif containing E"
"5657","212727_at",0.177977738863122,8.68001002885047,3.44744494395036,0.000806484410037829,0.00234698865206647,-1.74646798450677,"DLG3","discs large MAGUK scaffold protein 3"
"8333","219458_s_at",0.152971404600986,7.80213609470093,3.44721490182767,0.000807103007766025,0.00234848215226565,-1.74718645364648,"NSUN3","NOP2/Sun RNA methyltransferase 3"
"7921","218628_at",-0.179830880456366,8.70636131398131,-3.44594711359327,0.000810520186319886,0.00235811741895365,-1.75114532888731,"WASHC3","WASH complex subunit 3"
"7511","217907_at",0.233169329463763,10.0842753336075,3.44474395593163,0.000813775743569962,0.00236728001226755,-1.75490130468574,"MRPL18","mitochondrial ribosomal protein L18"
"7530","217957_at",-0.292091521979598,9.5516114941028,-3.44455843724692,0.000814278821447921,0.00236843427468007,-1.75548035687122,"CFAP20","cilia and flagella associated protein 20"
"5861","213137_s_at",0.237522376071428,7.47715901127103,3.44448213909545,0.000814485806853889,0.00236872712531,-1.75571849603682,"PTPN2","protein tyrosine phosphatase non-receptor type 2"
"4362","209674_at",-0.310951553206197,6.82207413217757,-3.44343872080454,0.000817321414705949,0.00237666358918083,-1.75897475275819,"CRY1","cryptochrome circadian regulator 1"
"3474","207597_at",-0.134411215728011,6.24652244846729,-3.44268611168937,0.000819372477202408,0.00238231692451739,-1.76132297296519,"ADAM18","ADAM metallopeptidase domain 18"
"705","201682_at",0.16888504756545,9.75742718421495,3.44260570998755,0.000819591879490903,0.00238264394660089,-1.76157381045301,"PMPCB","peptidase, mitochondrial processing subunit beta"
"2951","205862_at",0.210020447102744,4.37048504862617,3.44253240479896,0.000819791964783626,0.00238291473405603,-1.76180250412041,"GREB1","growth regulating estrogen receptor binding 1"
"3364","207156_at",0.117443305713231,4.30109367326168,3.44244514032175,0.000820030211623428,0.00238329636175882,-1.76207474214814,"H2AC11","H2A clustered histone 11"
"1688","203486_s_at",-0.176067033556647,8.40487641403738,-3.44231988684579,0.000820372288705305,0.00238397961779086,-1.76246548436062,"ARMC8","armadillo repeat containing 8"
"6653","215011_at",0.162832781414497,5.35101232788785,3.44196166007855,0.000821351375165353,0.00238651358623152,-1.76358294982573,"SNHG3","small nucleolar RNA host gene 3"
"2348","204680_s_at",-0.345416458844476,7.25657200993458,-3.44160424686058,0.000822329333318764,0.00238904361595072,-1.76469778449178,"RAPGEF5","Rap guanine nucleotide exchange factor 5"
"9331","34221_at",0.0994727630249788,8.95220152753271,3.44132975925274,0.000823081132881896,0.0023909160323305,-1.76555389654181,"HMGXB3","HMG-box containing 3"
"3903","208927_at",-0.234065707236805,9.04177851857944,-3.44054189053986,0.000825242634519711,0.00239688238073549,-1.76801091225809,"SPOP","speckle type BTB/POZ protein"
"5925","213267_at",-0.140717582820199,4.75644734969159,-3.44020735809849,0.000826162031126152,0.00239924000255233,-1.76905403515871,"DOP1A","DOP1 leucine zipper like protein A"
"6005","213421_x_at",0.274484472318438,7.54172767748598,3.44014757941147,0.000826326422507843,0.00239940470064403,-1.76924042560161,"PRSS3","serine protease 3"
"6939","215905_s_at",0.195933598243837,8.55057773760748,3.43967164275772,0.000827636346204412,0.00240289520553393,-1.77072430732052,"SNRNP40","small nuclear ribonucleoprotein U5 subunit 40"
"6643","214981_at",0.112204226047851,4.21630628081308,3.43916262894385,0.000829039469545257,0.0024066553543352,-1.77231113511859,"POSTN","periostin"
"3524","207819_s_at",0.19989196459219,6.16115488288785,3.43907551440093,0.000829279829452398,0.00240703952581579,-1.77258269192161,"ABCB4","ATP binding cassette subfamily B member 4"
"9265","222240_s_at",0.335236881892325,7.63080852500935,3.43874625173379,0.000830188898403441,0.00240936431663505,-1.77360903230176,"ISYNA1","inositol-3-phosphate synthase 1"
"3343","207118_s_at",-0.256653932205139,6.61112706181308,-3.43860963515872,0.000830566361315542,0.00241014588217141,-1.77403485490093,"MMP23B","matrix metallopeptidase 23B"
"3344","207118_s_at",-0.256653932205139,6.61112706181308,-3.43860963515872,0.000830566361315542,0.00241014588217141,-1.77403485490093,"MMP23A","matrix metallopeptidase 23A (pseudogene)"
"2538","205010_at",0.142554680950737,5.7692117332243,3.43853994337855,0.000830758977436959,0.00241039092372757,-1.77425207320284,"GNL3L","G protein nucleolar 3 like"
"1670","203446_s_at",0.165957230247004,8.09936212921495,3.4383295488015,0.00083134072682479,0.0024117647983123,-1.77490781852467,"OCRL","OCRL inositol polyphosphate-5-phosphatase"
"6980","216074_x_at",-0.176352004408868,6.93360703457009,-3.43724788708855,0.000834337617313323,0.00242014385922843,-1.77827856907496,"WWC1","WW and C2 domain containing 1"
"5064","211563_s_at",0.276091434413445,7.36451308143925,3.43702340542234,0.000834960845926282,0.00242163640892559,-1.77897800800442,"URI1","URI1 prefoldin like chaperone"
"7755","218348_s_at",-0.254664680811047,7.39596000818692,-3.43580906635132,0.000838339812961363,0.00243111999638444,-1.78276100422776,"ZC3H7A","zinc finger CCCH-type containing 7A"
"6990","216191_s_at",-0.183594497843423,5.46879898725234,-3.43566824905602,0.00083873247599524,0.00243194219422276,-1.78319961892431,"TRDV3","T cell receptor delta variable 3"
"6774","215378_at",-0.107430911238568,4.52789749114953,-3.43523036026413,0.0008399546156191,0.00243516896953427,-1.78456345332576,NA,NA
"7357","217571_at",-0.096738172529208,4.6683661305514,-3.43499025541879,0.000840625454506254,0.00243679680015127,-1.78531121693124,NA,NA
"1850","203781_at",0.198340628445461,10.2904687853178,3.43483861582912,0.000841049386177668,0.0024375660208427,-1.78578344969397,"MRPL33","mitochondrial ribosomal protein L33"
"6507","214691_x_at",-0.362543756122454,6.23055235074766,-3.43481708460829,0.000841109596295808,0.0024375660208427,-1.78585050040349,"MINDY2","MINDY lysine 48 deubiquitinase 2"
"4147","209315_at",-0.189253128665376,5.4990607424486,-3.43424522739445,0.000842710227625454,0.00244188712642107,-1.78763120631677,"HBS1L","HBS1 like translational GTPase"
"6558","214801_at",0.17836312396833,8.43210891206542,3.43410575876835,0.000843101035260754,0.00244238434330673,-1.78806546149078,"TOR1AIP2","torsin 1A interacting protein 2"
"7527","217948_at",0.202549009125969,8.37064417346729,3.43414319480081,0.000842996118327538,0.00244238434330673,-1.78794890053155,"RTL8A","retrotransposon Gag like 8A"
"3064","206120_at",-0.203286248266012,8.51479721292523,-3.43317315712059,0.000845718678741472,0.00244964894298664,-1.79096888381105,"CD33","CD33 molecule"
"5036","211475_s_at",-0.2925909734898,8.80914833988785,-3.43196133277079,0.000849131466906176,0.00245921451482588,-1.79474065001375,"BAG1","BAG cochaperone 1"
"6864","215690_x_at",0.237566702588323,9.81038654395327,3.43044512113779,0.000853419719688284,0.00247131275033321,-1.79945830581245,"GPAA1","glycosylphosphatidylinositol anchor attachment 1"
"7192","216937_s_at",-0.146374361858552,6.13299090771963,-3.43036746218463,0.000853639907236184,0.00247162916488356,-1.79969989467546,"RS1","retinoschisin 1"
"8908","221308_at",0.157608279387404,5.82233381811215,3.42961381197271,0.000855779518602087,0.0024775022753034,-1.80204419322513,"FRS2","fibroblast growth factor receptor substrate 2"
"8782","220832_at",-0.175554391781491,6.97767795607477,-3.42954290915908,0.000855981070813838,0.00247776386086578,-1.80226472167028,"TLR8","toll like receptor 8"
"7064","216428_x_at",-0.165160970182615,6.59534276530841,-3.4293812500406,0.000856440778744658,0.00247855505048676,-1.80276751501394,"KIR3DX1","killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene)"
"7665","218190_s_at",0.228935090858542,11.494681668972,3.42936856502445,0.000856476860779429,0.00247855505048676,-1.80280696723583,"UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X"
"4915","211069_s_at",0.189121791529555,10.0362237451121,3.42843386716449,0.000859139508425915,0.00248593762709449,-1.80571368912008,"SUMO1","small ubiquitin like modifier 1"
"4301","209558_s_at",0.168850511684376,8.47973021195327,3.42836829637763,0.000859326589904923,0.00248615611566494,-1.80591757714395,"HIP1R","huntingtin interacting protein 1 related"
"381","201161_s_at",-0.314283221841311,10.5320277981589,-3.42820783798432,0.000859784558880282,0.00248715816247297,-1.80641649868456,"YBX3","Y-box binding protein 3"
"7377","217650_x_at",-0.178874413230472,7.07247518772897,-3.42754480667484,0.000861679369889301,0.0024923158617917,-1.80847789705509,"ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"8724","220599_s_at",0.231325965767063,6.96577204660748,3.4274905355718,0.000861834639547156,0.00249244143712255,-1.80864661451043,"CARD14","caspase recruitment domain family member 14"
"6669","215066_at",0.214330947036949,6.31632443728037,3.42717193683619,0.000862746681278372,0.00249475529443628,-1.8096370277287,"PTPRF","protein tyrosine phosphatase receptor type F"
"1280","202701_at",-0.195404948320196,8.24507377600935,-3.42666520684475,0.000864199149347666,0.00249844311899883,-1.81121212346127,"BMP1","bone morphogenetic protein 1"
"8700","220494_s_at",-0.265105063698451,7.43200308938318,-3.42664878217706,0.000864246266716465,0.00249844311899883,-1.81126317399524,NA,NA
"6077","213556_at",-0.15737249744828,7.58012808375701,-3.42641510506353,0.000864916876817901,0.00250005743496346,-1.81198945909817,"PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing"
"8328","219453_at",0.16742605108761,6.66887597016822,3.42627308897191,0.000865324675685589,0.00250091177020778,-1.81243083576799,"KLHL36","kelch like family member 36"
"7116","216550_x_at",-0.281110313467984,5.67306767547664,-3.42610239185296,0.000865815071239337,0.00250200456911246,-1.81296133172194,"ANKRD12","ankyrin repeat domain 12"
"6982","216081_at",-0.145605340546087,8.23689933204673,-3.42565407377295,0.000867104288146033,0.00250540519356303,-1.81435452251975,"LAMA4","laminin subunit alpha 4"
"6309","214121_x_at",0.199995487195637,5.95878175694393,3.42547904243146,0.00086760811094395,0.00250653591808168,-1.81489840916968,"PDLIM7","PDZ and LIM domain 7"
"2628","205199_at",0.379038474324069,8.40888001382243,3.42536784966211,0.000867928319128166,0.00250713595218213,-1.815243914329,"CA9","carbonic anhydrase 9"
"3252","206729_at",-0.136764202140392,6.62651678999065,-3.42528172459063,0.000868176414770448,0.00250752755026959,-1.81551152136544,"TNFRSF8","TNF receptor superfamily member 8"
"7218","217061_s_at",-0.176098759730827,7.04861752979439,-3.42411992241689,0.000871529674564626,0.00251688643575992,-1.81912093374062,"ETV1","ETS variant transcription factor 1"
"4486","209906_at",-0.315004445263202,8.82149426878505,-3.42373250940188,0.000872650552151037,0.00251979684509285,-1.82032430471075,"C3AR1","complement C3a receptor 1"
"684","201652_at",0.309005026327942,9.22406242642991,3.42329111734136,0.000873929255215581,0.0025231621655829,-1.82169521036946,"COPS5","COP9 signalosome subunit 5"
"354","201118_at",0.446872872236098,9.28236449541122,3.42312214687821,0.000874419224902403,0.00252424971997671,-1.82221997277153,"PGD","phosphogluconate dehydrogenase"
"6471","214603_at",0.631669510718158,4.66113337034579,3.42300661144129,0.000874754395756017,0.00252489018142893,-1.82257877291962,"MAGEA2","MAGE family member A2"
"6472","214603_at",0.631669510718158,4.66113337034579,3.42300661144129,0.000874754395756017,0.00252489018142893,-1.82257877291962,"MAGEA2B","MAGE family member A2B"
"5579","212560_at",0.429406306803658,9.18845819441121,3.42287325473563,0.000875141416635852,0.00252568011745845,-1.82299290565685,"SORL1","sortilin related receptor 1"
"6293","214092_x_at",-0.163103423877901,8.82016333937383,-3.42263067138583,0.0008758458420866,0.0025273857678342,-1.82374620313237,"SUGP2","SURP and G-patch domain containing 2"
"8672","220377_at",0.194819750172412,6.09161101206542,3.42200683811427,0.000877659808095874,0.00253229230918042,-1.8256832041303,"FAM30A","family with sequence similarity 30 member A"
"7674","218206_x_at",0.238805810859954,8.93373060581308,3.42190308601943,0.000877961837972786,0.00253283578916981,-1.82600532662309,"SCAND1","SCAN domain containing 1"
"3874","208879_x_at",0.19239725066221,7.545028958,3.42167329392896,0.000878631127249376,0.00253443849948192,-1.82671874160917,"PRPF6","pre-mRNA processing factor 6"
"3104","206249_at",0.338463612866989,7.22816778229907,3.42153176629539,0.000879043577279926,0.00253530003009689,-1.82715811064015,"MAP3K13","mitogen-activated protein kinase kinase kinase 13"
"132","200719_at",-0.235495422136173,9.35549531372897,-3.42093024142679,0.000880798615599825,0.00254003307252632,-1.82902536657748,"SKP1","S-phase kinase associated protein 1"
"5700","212816_s_at",0.332181635091129,7.36877140708411,3.42042450809785,0.00088227671567056,0.00254396636326179,-1.83059506166157,"CBS","cystathionine beta-synthase"
"5701","212816_s_at",0.332181635091129,7.36877140708411,3.42042450809785,0.00088227671567056,0.00254396636326179,-1.83059506166157,"LOC102724560","cystathionine beta-synthase like"
"6277","214056_at",-0.317004748028853,7.71579569400935,-3.42016515114275,0.000883035638814465,0.00254582522185312,-1.83139998134247,"MCL1","MCL1 apoptosis regulator, BCL2 family member"
"3672","208386_x_at",-0.105122476846232,4.24078958272897,-3.4198951804676,0.000883826271222724,0.00254777500668253,-1.83223778876231,"DMC1","DNA meiotic recombinase 1"
"2631","205202_at",-0.306797766847996,9.3129499147757,-3.41975131459042,0.000884247866539238,0.00254866061442166,-1.83268422996247,"PCMT1","protein-L-isoaspartate (D-aspartate) O-methyltransferase"
"116","200693_at",0.2730286312069,11.2057747481308,3.41859978706762,0.000887629206093096,0.00255790495166612,-1.83625707848335,"YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta"
"3948","209016_s_at",0.585183250173467,9.62313999193458,3.41858091029514,0.000887684736850249,0.00255790495166612,-1.83631563944601,"KRT7","keratin 7"
"9290","222330_at",-0.184094661137932,4.18263889259813,-3.41792439947758,0.000889618060489009,0.002563144458479,-1.83835215545491,NA,NA
"3254","206737_at",-0.197548120483111,7.70609895245794,-3.41781468301258,0.000889941544301542,0.0025634135769999,-1.838692468483,"WNT11","Wnt family member 11"
"4851","210941_at",0.122637526354677,4.16820478986916,3.41784326727971,0.000889857256899643,0.0025634135769999,-1.83860380808378,"PCDH7","protocadherin 7"
"5702","212818_s_at",-0.131541306615057,8.55790295707477,-3.41752112476015,0.00089080760381526,0.00256557655884909,-1.83960296951553,"ASB1","ankyrin repeat and SOCS box containing 1"
"4210","209407_s_at",0.209406491398664,7.23894291241121,3.41700519659329,0.000892331621571191,0.00256963369390939,-1.8412030211294,"DEAF1","DEAF1 transcription factor"
"8661","220323_at",0.176430941689659,9.34797362271963,3.4145564205899,0.000899598616365723,0.00259022560647079,-1.84879477538319,"CCNP","cyclin P"
"7068","216450_x_at",0.265703416332865,8.42623356554206,3.41418384044308,0.000900709148346947,0.002593088107573,-1.84994947327257,"HSP90B1","heat shock protein 90 beta family member 1"
"600","201524_x_at",0.207081385444754,10.6529984481963,3.41331198549253,0.000903312881180416,0.0025999122876961,-1.85265112380612,"UBE2N","ubiquitin conjugating enzyme E2 N"
"6188","213852_at",-0.230406259234698,9.31328712525234,-3.41333912831313,0.000903231714527181,0.0025999122876961,-1.85256702368101,"RBM8A","RNA binding motif protein 8A"
"3934","208989_s_at",0.161778953311043,8.21295347996262,3.41290399710978,0.000904533737050856,0.00260308992156841,-1.85391518229939,"KDM2A","lysine demethylase 2A"
"1435","202990_at",0.372084636284304,7.33927886103738,3.41272979613044,0.000905055484561018,0.00260391883311468,-1.85445486703926,"PYGL","glycogen phosphorylase L"
"8160","219076_s_at",0.20759929883919,8.66720618464486,3.41275059654925,0.000904993170583764,0.00260391883311468,-1.85439042730134,"PXMP2","peroxisomal membrane protein 2"
"8872","221211_s_at",-0.163009310614353,5.2869154058972,-3.4124470484224,0.000905902941231998,0.00260602055763912,-1.85533078861661,"MAP3K7CL","MAP3K7 C-terminal like"
"1707","203520_s_at",0.144933154248765,6.58443069098131,3.41232462800122,0.000906270093226663,0.00260674022039108,-1.85571001560595,"ZNF318","zinc finger protein 318"
